"jobtitle","company","location","salary","companysize","companyrating","summary"
"Research Analyst","Academic Impressions","Denver, CO 80237 (Southeastern Denver area)","NA",nan,nan,"You will hear, first-hand, the issues and challenges facing higher education, analyze trends and market qualitative data, and establish concepts and topics for..."
"Machine Learning Engineer - San Francisco","Sydney Mbachu","California","NA",nan,nan,"NA"
"Senior Data Scientist - CRM (D.C)","Uber","Washington, DC 20036 (Downtown area)","NA",214,44.4,"We're looking for a senior data scientists in our Marketing Analytics team to provide data expertise as we improve the growth, retention, engagement, and brand..."
"Quantitative Analyst I, II, Sr","Federal Reserve Bank of Cleveland","Cleveland, OH 44114 (Downtown area)","NA",17,43.8,"Surveillance and Analytics. Matlab, C++, SAS, S-PLUS/R, Stata, SQL. Nationals, and lawful permanent resident aliens (also known as 'green card holders') but do..."
"Data Scientist","Consultants 2 Go","Washington, DC","NA",nan,nan,"NA"
"Data Science Specialist","General Electric","San Ramon, CA 94583","NA",nan,51.6,"Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics...."
"Data Scientist","AutoGravity Corporation","Irvine, CA","NA",nan,nan,"Link data sources and analytics with data visualization tools (e.g., Tableau) to bring insights to life...."
"Data Scientist","M.Gemi","Boston, MA","NA",nan,nan,"The Data Scientist is responsible for implementing models that power the Sheinstein demand planning and inventory tools;..."
"Data Analyst","Microsoft","Redmond, WA 98052","NA",nan,52.2,"Also includes stakeholder engagement and close collaboration with and leveraging efforts of data scientists, data engineers and other data analysts of the..."
"Data Scientist","Shutterfly","Redwood City, CA","NA",273,43.8,"In quantitative fields, and 2-3 years of experience with a range of techniques, tools, and methods related to data mining and statistical analysis...."
"Data Scientist","The Advisory Board Company","Washington, DC","NA",107,43.2,"You will work with data scientists and industry experts to uncover data-driven insights on a wide spectrum of topics within Higher Education...."
"Data Scientist","Adams Land & Cattle, LLC","Broken Bow, NE","NA",nan,nan,"Predictive analytics and interpretation of data. Graduate degree in Data Science, Statistics, Epidemiology, or other applied data science field preferred...."
"Data Science Engineer - Only W2","Innovyt, A Big Data Advance Analytics Company","Beaverton, OR","NA",nan,nan,"Ability to work team of expert Data scientists. Proven track record lifting and shifting predictive, deep and machine learning application at scale on big data..."
"Global Technology Development Data Science & Analytics Co-op","MONSANTO","St. Louis, MO","NA",nan,52.2,"As part of our diverse, highly dynamic group, you will work side-by-side with a team of exceptional data scientists with diverse backgrounds (Statistics,..."
"Data Scientist","Jornaya","Conshohocken, PA","NA",nan,nan,"As part of our Data Science team you will use big data tools and your programming, machine learning and quantitative modeling expertise to find valuable..."
"Data Scientist (Implementation)","Aviso","Menlo Park, CA 94025","NA",nan,nan,"Experience with advanced data modeling, machine learning algorithms, and data science techniques, including the majority of the following topics:...."
"Data Scientist","SpotX","Broomfield, CO 80020","NA",3,40.8,"Build machine learning or statistical models to discover actionable insights. SpotX gives publishers the control, transparency and actionable insights needed to..."
"Sr Big Data Developer","HomeAway","Austin, TX","NA",69,52.2,"As part of the Digital Platform Engineering Team, you will have a unique opportunity to develop software solutions that capture data in real-time from a variety..."
"Data Scientist","St. Jude Children's Research Hospital","Memphis, TN","NA",144,53.4,"Supports the day-to-day tasks of data warehousing, such as compiling information from existing databases, validating new biological and chemical data, updating..."
"Data Scientist","Grammarly, Inc.","San Francisco, CA","NA",nan,nan,"Health care, 401K, communication coaching, and great coworkers! You have deep knowledge of design tools (Photoshop, Sketch, Illustrator, etc.)...."
"Data Scientist Full Time","Boston Technology corporation","San Francisco, CA","NA",nan,nan,"Write white papers and other material to communicate general insights and other findings form data science work...."
"Data Scientist-ISD","Walmart","Bentonville, AR 72712","NA",nan,42.6,"Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 9 years experience in an..."
"Big Data Scientist (PhD)","Siemens","Princeton, NJ 08540","NA",nan,51.6,"This Research Scientist will contribute to our research activities by applying modern data analytics and machine learning on variety of structured and..."
"Data Scientist","America First Credit Union","Ogden, UT","NA",79,51.0,"Uncover and operationalize underlying structure within the data into tangible business value utilizing machine learning...."
"Data Scientist","Delex","Suitland, MD","NA",8,52.8,"3 years of practical work experience integrating data mining, conditioning, and analysis that includes current data analysis software and methods including 2 or..."
"Senior Statistician","QuintilesIMS","Remote","NA",881,44.4,"Multivariate analysis, regression analysis and forecasting, sampling, data modeling, R programming, machine learning, SPSS...."
"Spacecraft Data Analyst","The Aerospace Corporation","El Segundo, CA 90245","NA",59,51.6,"Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Develop insights into Space Domain Awareness and make..."
"Data Engineer","Square Root","Austin, TX","NA",4,43.8,"NA"
"Haskell and Machine Learning Engineer","Calabrio","Minneapolis, MN 55401 (North Loop area)","NA",nan,nan,"Involve investigation of Machine Learning techniques to address various data challenges,. Numerical and/or text data...."
"Quantitative Analyst I","Nationstar Mortgage","Irving, TX 75063","NA",720,40.8,"Data mine a large population of data to help identify relevant information and build scripts to consolidate operational reporting elements...."
"Student Research Collaboration","Google","Pittsburgh, PA","NA",nan,52.8,"From creating experiments and prototyping implementations to designing new architectures, Research Scientists and Software Engineers work on challenges in..."
"Senior Big Data Developer - Hadoop","American Family Insurance","Madison, WI","NA",720,43.2,"Extensive experience with statistics is not required, however this individual will work closely with data scientists and statisticians providing IT support for..."
"Market research analyst","Training Educating And Motivating, Inc","Charlotte, NC","NA",nan,nan,"Evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct...."
"ML Engineer","Cognitive Scale","Austin, TX","NA",nan,nan,"This position is specifically for people with adequate ML and data mining skills who can engage with customers and potential customers and help translate their..."
"Data Entry & Analysis Clerk (entry level)","Motion Picture Compliance Solutions, Inc.","Sylmar, CA 91342","NA",nan,nan,"Strong computer skills in the areas data entry and analysis, with attention to detail and accuracy. We will consider for employment all qualified applicants,..."
"Mathematical Statistician, GS-1529-13 (Open to U.S. Citizens...","Department of Transportation","Washington, DC","$92,145 - $119,794 a year",630,51.6,"The agency collects data; Interact with staff in a cooperative manner to ensure the utilization of sound statistical methods as well as disclosure avoidance..."
"Statistician","Department of Defense","Fort Belvoir, VA","$112,021 - $145,629 a year",nan,52.8,"Or in the social sciences including demography, history, economics, social welfare, geography, international relations, social or cultural anthropology, health..."
"Application Support - SPLUNK and Data Scientist","JP Morgan Chase","Tampa, FL 33610","NA",nan,44.4,"Experience in SQL, R, Python to implement statistical models, machine learning, and analysis (Prediction, Classification, Clustering, time series forecasting,..."
"NA","HBO","New York, NY","NA",86,52.8,"Partnering with the analytics capabilities team they will ensure that content insights can be leveraged throughout the organization to drive HBO business..."
"Principal Data Scientist (Boston)","QuantumBlack","Boston, MA","NA",nan,nan,"Deep experience in statistical modelling, machine learning and deep learning techniques/frameworks. Help grow and shape an elite team of world-class data..."
"Research Analyst - Cambridge or Montreal","Hopper","Cambridge, MA","NA",4,52.8,"Exposure to scripting with Pandas, R, SAS or other data preparation and analysis tools. 10^6 to 10^10 records) data sets...."
"Data Scientist (Data Acquisition & Integration Engineer)","Siemens","Atlanta, GA 30339","NA",nan,51.6,"Collaborates closely with data scientists, engineering teams, data architects, platform developers to develop data-integration solutions...."
"DATA ANALYST / 40 HOURS / DAY / CARDIOVASCULAR MEDICINE","Brigham & Women's Hospital(BWH)","Boston, MA","NA",510,52.2,"The Data Analyst will work under the supervision of the Senior Investigator as part of a team of clinicians and scientists working on multiple clinical and..."
"Intern - InSight Development Data Scientist","Solar Turbines","San Diego, CA 92101","NA",106,51.6,"The Solar Digital team is a growing and evolving organization, developing and deploying innovative and robust technology solutions for remotely connecting to..."
"Statistician","Lukos","Dayton, OH 45433","NA",6,52.2,"Consult with line leadership, AETC training cadre, and ACC/AFSOC line operators to ensure statistical models have the direct input of appropriate subject matter..."
"Machine Learning Engineer","Textio","Seattle, WA","NA",nan,nan,"Machine learning at Textio blends unique elements of predictive power, model introspection, and guidance that present interesting challenges in building models..."
"Data Scientist with Life science Experience","Cognizant","East Hanover, NJ","NA",nan,51.0,"Data Scientist With Life science Expreience. MS or Msc in the sciences with experience in data analytics or statistical capabilities...."
"Product Scientist - R&D and Machine Learning","23andMe, Inc.","Mountain View, CA 94041","NA",2,39.0,"NA"
"Junior Business Analyst Engineer","Sidecar","San Francisco, CA","NA",15,42.0,"NA"
"Implementation Analyst","Turner","Atlanta, GA 30319","NA",316,51.6,"NA"
"Data Scientist","Engineering Technology Associates, Inc.","Troy, MI 48083","NA",4,55.8,"NA"
"Quantitative Researcher: Machine Learning (SmartYield)","The Climate Corporation","Saint Louis, OR","NA",4,51.0,"NA"
"Product Data Scientist","GasBuddy","Boston, MA 02114 (Back Bay-Beacon Hill area)","NA",nan,nan,"NA"
"Quantitative Data Analyst, Customer Implementation","CUNA Mutual","Madison, WI","NA",109,51.0,"NA"
"Intermediate Quantitative Analyst","Bank of America","New York, NY 10281 (Battery Park area)","NA",nan,44.4,"NA"
"Analyst, Data and Analysis","DigitasLBi","New York, NY","NA",124,43.8,"NA"
"Machine Learning Engineer","Entefy Inc.","Palo Alto, CA","NA",nan,nan,"NA"
"Statistician","The Experts Bench","Atlanta, GA","$90,000 - $140,000 a year",nan,nan,"NA"
"ISC - Data Scientist","Ipsos North America","Culver City, CA","NA",263,43.2,"NA"
"Health Research Analyst","Northrop Grumman","Atlanta, GA","NA",nan,51.6,"NA"
"Data Scientist","Digital Reasoning","Nashville, TN","NA",nan,nan,"NA"
"AI/Machine Learning Intern","Operr Technologies","Flushing, NY","NA",nan,nan,"NA"
"NA","Cytel","Home Based","NA",4,55.8,"NA"
"Data Science Analytics Co-Op","Vantiv","Cincinnati, OH 45249","NA",140,41.4,"NA"
"Beta Program Machine Learning Engineer","Apple","Santa Clara Valley, CA","NA",nan,52.2,"NA"
"Data Scientist 2","Mitchell International, Inc.","San Diego, CA","NA",3,39.0,"2-5 years in a data science or business/system analytics role at a SaaS company preferably with experience in the health care or insurance industry...."
"Public Health Security Surveillance Data Scientist","The Cadmus Group, Inc.","Washington, DC","NA",nan,nan,"Successful candidates will have at least 3 years of experience in a scientific field, with 2 years providing expert support for the development of systems for..."
"Healthcare Reporting and Data Analysis - Analyst V","Florida Blue","Jacksonville, FL","NA",261,51.0,"Consult with Project Managers to accurately develop data requirements, produce relevant data, conduct analyses, clarify project scope, calculations, and..."
"Analyst - Data Science","The Boston Consulting Group","Los Angeles, CA","NA",144,52.2,"Data Scientists, together with Data Engineers, Scientific Modelers and Scientific Programmers, Data Visualization Specialists as well Geospatial Analysts, are..."
"Data Scientist","Pros.","Houston, TX","NA",nan,nan,"Collaborate with other data scientists and cross-functional teams to identify innovation opportunities and possible solution ideas...."
"Econometric Data Scientist","Lyra Health","Burlingame, CA","NA",nan,nan,"Claims diagnostic analytics to identify the behavioral health care improvement opportunities for our clients...."
"Quantitative Analyst","Federal Home Loan Bank of Dallas","Irving, TX 75063","NA",10,44.4,"Act as an internal consultant and subject matter expert for spreadsheet modeling and data analysis. The Quantitative Analyst is an important role in the capital..."
"Business Analyst","Twitch","San Francisco, CA","NA",18,54.6,"This team is comprised of business leaders, engineers, product managers, and data scientists located across SF and Seattle...."
"Data Scientist","Visionist, Inc.","Columbia, MD 21046","NA",nan,nan,"Visionist is currently seeking Data Scientists who will be responsible for data analytics support across a variety of areas, from the development of advanced..."
"Data Scientist","Halfaker and Associates","Arlington, VA","NA",5,42.6,"Halfaker and Associates, an award winning high growth small business, creates innovative and customer-centric technology solutions in the areas of Cyber..."
"Data Scientist","Frontier Communications","Norwalk, CT","NA",925,42.0,"NA"
"Marketing Data Scientist","GreatCall","San Diego, CA","NA",49,39.0,"Marketing Data Scientist. Create models on large-scale datasets to optimize marketing performance by utilizing advanced statistical modeling, machine learning,..."
"Statistical Programmer","Cytel","Home Based","NA",4,55.8,"Providing systems and support for clinical data management staff, clinical programmers, quality control (QC) staff, and biostatisticians;..."
"Data Scientist","KPMG","Seattle, WA 98104 (First Hill area)","NA",nan,51.0,"Analyze and model structured data and implement algorithms to support analysis using advanced statistical and mathematical methods from statistics, machine..."
"DATA SCIENTIST","CIITS","Boca Raton, FL","NA",nan,nan,"We need a Big Data (Hadoop and/or Teradata) Data Architect, Data Strategist, Data Scientist caliber position. Experience working with big data using SQL, Hadoop..."
"Quantitative Data Analyst (Minerva)","Cogo Labs","Cambridge, MA","NA",nan,nan,"NA"
"Junior News and Research Analyst","Group One Trading","New York, NY","NA",3,55.2,"This includes the various vendor, proprietary data feeds and manually supplied data. Solid analytical and project management capabilities Strong written and..."
"Data Scientist","SignalFx","San Mateo, CA 94401 (North Central area)","NA",nan,nan,"Experience applying statistics and machine learning to real-world problems; Proficiency in at least one programming language (Python or R preferred), in..."
"Quantitative Research Internship- Machine Learning, Summer 2...","Akuna Capital","Chicago, IL 60603 (Loop area)","NA",3,51.0,"NA"
"Data Scientist","Federal Reserve Board of Governors","Washington, DC","NA",378,51.6,"Utilizes data mining techniques to optimize decisions that support Division strategic objectives. Conducts statistical and mathematical initiatives to predict..."
"Research Scientist Statistician","Battelle","Columbus, OH 43201 (Weinland Park area)","NA",202,51.0,"NA"
"Research Data Engineer","Harvard University","Cambridge, MA","NA",396,52.8,"Create insights from existing data, and drive the collection of new data through experimentation. Help assemble, clean, and manage data sets derived from..."
"Senior Data Scientist","Cerner Corporation","Kansas City, MO","NA",675,43.2,"Cerner Math is a new, innovative group focusing on developing data-driven business and mathematical model-based solutions for the health industry, positioning..."
"Data Scientist","TextNow","San Francisco, CA","NA",nan,nan,"Develop reports and dashboard using SQL and data visualization tools. Well, TextNow is searching for an ambitious Data Scientist to join the San Francisco Data..."
"Accenture Analytics-CPG Data Scientist","Accenture","New York, NY 10011 (Chelsea area)","NA",nan,51.0,"Accenture Analytics is a leader in Analytics, with deep industry and technical experience. We apply sophisticated algorithms, data engineering and visualization..."
"Quantitative Research Analyst","Vanguard","Malvern, PA","NA",531,44.4,"Assists in the development of the data infrastructure for investment management, including market, portfolio and analytics data and TCA data...."
"Junior Quantitative Analyst","Mesirow Financial","Chicago, IL","NA",21,51.0,"Support the SQL Server data repository, which may include documenting database architecture and develop routines to identify outliers and incomplete information..."
"Data Scientist/Statistician (Statistical Modeling)","S5 Stratos","Dallas, TX","NA",nan,nan,"S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning...."
"Agronomic Data Scientist","The Climate Corporation","St. Louis, MO","NA",4,51.0,"Discover and communicate various constraints/issues from various agronomic data sources and how they could impact engineering, product, and science Work with..."
"NA","HelloFresh","New York, NY","NA",97,39.6,"NA"
"Audi Data Acquisition & Analysis Engineer","Volkswagen Group of America, Inc.","Golden, CO","NA",nan,51.6,"Experience in Data Mining. Documents all findings and solution within data base, performs lessons learned analysis leading to a continuous improvement process..."
"Data Scientist","ManTech International Corporation","Reston, VA","NA",846,51.0,"The Contractor will apply specialized experience in statistics and machine learning algorithms (how to gather, clean, and appropriately use data in models that..."
"Data Scientist II","S&P Global","Denver, CO","NA",33,43.8,"The Data Scientist in the Data Sourcing and Normalization group works to collect and manage market fundamental datasets related to the energy industry through a..."
"Data Scientist","CACI","Charlottesville, VA 22909 (North East area)","NA",nan,44.4,"Bachelors in Computer Science or related technical field or substantive training and experience in this area as well has have a minimum of 3 years of experience..."
"Data Scientist","Conversant Media","Chicago, IL","NA",12,43.8,"Economics, Physics, or a related scientific discipline. As a Data Scientist in our Decision. Large data sets...."
"Scientist, Data Science","Moderna Therapeutics, Inc","Cambridge, MA","NA",7,51.0,"Scientist, Data Science. Moderna is seeking a talented and motivated data scientist with a background in machine learning, statistics, and software engineering..."
"Scientist/Data Analyst","Billings Clinic","Billings, MT","NA",68,43.2,"Experience with research, clinical and/or financial data manipulation. The incumbent is accountable for accessing, extracting, synthesizing and verifying..."
"Senior Analyst, Post Market Surveillance (Data Scientist)","Johnson & Johnson Family of Companies","Irvine, CA","NA",nan,52.8,"Supports quality engineering, customer quality and other groups on ad-hoc data analysis, data mining, data queries in support of CAPA and other product market..."
"Marketing Data Scientist","NCSOFT","San Mateo, CA","NA",3,31.2,"NA"
"Financial Data Scientist","SparkCognition","Austin, TX 78759 (Arboretum area)","NA",nan,nan,"We are looking for a collaborative, self-starting, hungry Data Scientist to join our team of engineers, data scientists, and designers to deliver the next..."
"Data Scientist","Veear Projects","Holmdel, NJ","NA",nan,nan,"In depth knowledge of statistical modeling, data mining concepts, and machine learning. Using NLP, machine learning, or data mining techniques to address..."
"Data Scientist, Advanced Analytics","LogRhythm","Boulder, CO 80301","NA",12,43.8,"This is an ideal role for a Data Scientist with modern infrastructure expertise to deliver scalable, reliable data pipelines, the engineering skills necessary..."
"Data Engineer","Katalyst Healthcares & Life Sciences","Worcester, MA","NA",nan,nan,"This hands-on role interfaces with programs spanning both discovery and translational sciences where processing and interpreting multi-platform and multi..."
"Data Scientist / Data Analytics","Netpace Inc","Mountain View, CA","NA",nan,nan,"Data Scientist / Data Analytics*. We are looking for Data Analytics / Data Science candidates who have worked with Google Analytics and have the Google..."
"Visual Data Scientist & Data Analyst","ASG Renaissance","Dearborn, MI 48124","NA",6,52.8,"Problem formulation and design of solution Harvesting of data from multiple systems globally Collaborating with Analytics and IT teams to transforming the data..."
"Data scientist","PI Benchmark","Berkeley, CA","NA",nan,nan,"NA"
"Machine Learning Engineer","Mobilyte","San Francisco, CA","NA",nan,nan,"You'll need to have:  * Python or Ruby experience * Experience with RDBMs: MySQL, Postgres * Experience with modeling toolkits: TensorFlow, SciKit *"
"Data Scientist","Faraday Future, Inc.","San Jose, CA","NA",nan,nan,"NA"
"Data Scientist","Predictive Science","United States","NA",nan,nan,"This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the..."
"Decision Scientist","Facebook","Menlo Park, CA","NA",189,52.2,"Design and implement reporting dashboards that track key metrics and performance trends, and provide actionable insights to marketing leadership...."
"AWS Data Scientist","Tangentia","Minneapolis, MN","NA",2,39.0,"Data visualization, data mining and predictive modelling. Proficient with programming languages such as Python, R, Java, Scala...."
"Data Scientist, Infrastructure","Facebook","Menlo Park, CA","NA",189,52.2,"5+ years of data mining / analytics. Leverage tools like R, PHP, Python, Hadoop & SQL to drive efficient analytics...."
"Statistician","Walmart eCommerce","San Bruno, CA 94066","NA",27,43.2,"Coupled with great business acumen and a thorough understanding of our business model you will be able to work both independently and with the wider internal..."
"Quantitative Analyst","Sageworks Inc","Raleigh, NC","NA",2,42.0,"Manage a wide range of quantitative initiatives, including new data products, predictive analytics, and AI projects. Excellent data management skills...."
"Data Scientist - I, II, Lead","Federal Reserve Bank of Cleveland","Cleveland, OH 44114 (Downtown area)","NA",17,43.8,"Experience in data mining, artificial intelligence, machine learning, and/or other emerging fields is preferred. Data Scientist - I, II, Lead...."
"Data Analytics Consultant","Blue Cross Blue Shield of North Carolina","Durham, NC","NA",nan,51.0,"Partner with Clinical Analysts, Data Scientists, and business and IT professionals to enable the optimization of data for analytic consumption and solution..."
"Genomics Data Scientist","Brown University","Providence, RI","NA",112,54.0,"Genomics Data Scientist. The Genomics Data Scientist will work collaboratively with other members of the Data Science Practice, which includes the Computational..."
"Machine Learning","Vertisystem","Santa Clara, CA","NA",nan,nan,"Machine learning, recommendation systems, categorization, large-scale data mining or artificial intelligence, NLP...."
"Data Scientist","Design Interactive","Orlando, FL 32817","NA",nan,nan,"Machine Learning, Hierarchical Temporal Memory Models, Data Mining, Bayesian Decision Theory; Proven ability to write and win proposals in the area of Human..."
"Data Scientist","KSM Consulting","Indianapolis, IN 46240","NA",nan,nan,"Modern data mining and machine learning methods. Application and development of machine learning and other advanced analytics algorithms...."
"Data Scientist Machine Learning","Broad Institute","Cambridge, MA","NA",21,52.2,"Experience with a scientific programming environment, such as R or Matlab, is preferred. By applying your computational and modeling skills to multimodal cancer..."
"Data scientist","PI Benchmark","Berkeley, CA","NA",nan,nan,"NA"
"Data Scientist","Faraday Future, Inc.","San Jose, CA","NA",nan,nan,"NA"
"Data Scientist","Predictive Science","United States","NA",nan,nan,"This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the..."
"Data Scientist","Design Interactive","Orlando, FL 32817","NA",nan,nan,"Machine Learning, Hierarchical Temporal Memory Models, Data Mining, Bayesian Decision Theory; Proven ability to write and win proposals in the area of Human..."
"Data Scientist","KSM Consulting","Indianapolis, IN 46240","NA",nan,nan,"Modern data mining and machine learning methods. Application and development of machine learning and other advanced analytics algorithms...."
"Machine Learning","Vertisystem","Santa Clara, CA","NA",nan,nan,"Machine learning, recommendation systems, categorization, large-scale data mining or artificial intelligence, NLP...."
"Decision Scientist","Facebook","Menlo Park, CA","NA",189,52.2,"Design and implement reporting dashboards that track key metrics and performance trends, and provide actionable insights to marketing leadership...."
"Machine Learning Engineer","Mobilyte","San Francisco, CA","NA",nan,nan,"You'll need to have:  * Python or Ruby experience * Experience with RDBMs: MySQL, Postgres * Experience with modeling toolkits: TensorFlow, SciKit *"
"Visual Data Scientist & Data Analyst","ASG Renaissance","Dearborn, MI 48124","NA",6,52.8,"Problem formulation and design of solution Harvesting of data from multiple systems globally Collaborating with Analytics and IT teams to transforming the data..."
"Data Scientist","CareMessage","Remote","NA",nan,nan,"Over the last year, CareMessage has tripled in size, quadrupled its total customer base and achieved significant revenue growth (including partnering with some..."
"Data Scientist Machine Learning","Broad Institute","Cambridge, MA","NA",21,52.2,"Experience with a scientific programming environment, such as R or Matlab, is preferred. By applying your computational and modeling skills to multimodal cancer..."
"AWS Data Scientist","Tangentia","Minneapolis, MN","NA",2,39.0,"Data visualization, data mining and predictive modelling. Proficient with programming languages such as Python, R, Java, Scala...."
"Data Analytics Consultant","Blue Cross Blue Shield of North Carolina","Durham, NC","NA",nan,51.0,"Partner with Clinical Analysts, Data Scientists, and business and IT professionals to enable the optimization of data for analytic consumption and solution..."
"Data Scientist - I, II, Lead","Federal Reserve Bank of Cleveland","Cleveland, OH 44114 (Downtown area)","NA",17,43.8,"Experience in data mining, artificial intelligence, machine learning, and/or other emerging fields is preferred. Data Scientist - I, II, Lead...."
"Analyst","Scientific Research Corporation","San Antonio, TX 78243","NA",68,43.8,"Scientific Research Corporation offers a competitive salary, an extensive benefits package and a work environment that encourages excellence...."
"Genomics Data Scientist","Brown University","Providence, RI","NA",112,54.0,"Genomics Data Scientist. The Genomics Data Scientist will work collaboratively with other members of the Data Science Practice, which includes the Computational..."
"Data Scientist, Infrastructure","Facebook","Menlo Park, CA","NA",189,52.2,"5+ years of data mining / analytics. Leverage tools like R, PHP, Python, Hadoop & SQL to drive efficient analytics...."
"Data Scientist / Data Analytics","Netpace Inc","Mountain View, CA","NA",nan,nan,"Data Scientist / Data Analytics*. We are looking for Data Analytics / Data Science candidates who have worked with Google Analytics and have the Google..."
"Quantitative Analyst","Sageworks Inc","Raleigh, NC","NA",2,42.0,"Manage a wide range of quantitative initiatives, including new data products, predictive analytics, and AI projects. Excellent data management skills...."
